date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_per_sqft,age,renovated
2014-10-14,850000.0,4,3.0,2550,3784,1.5,0,0,4,8,1750,800,1900,98103,2100,4560,333.3333333333333,124,0
2015-02-12,746000.0,3,1.75,1910,12321,1.0,0,0,4,7,1100,810,1952,98004,1910,11761,390.5759162303665,72,0
2014-10-01,478000.0,2,2.0,1200,1867,1.0,0,0,3,7,600,600,1924,98109,1790,2221,398.3333333333333,100,1
2015-01-16,820000.0,4,2.75,2420,4635,1.5,0,0,5,7,2420,0,1905,98103,1590,3150,338.8429752066116,119,0
2014-08-20,2160000.0,3,3.5,3080,6495,2.0,0,3,3,11,2530,550,1996,98199,4120,8620,701.2987012987013,28,1
2014-10-23,820000.0,3,3.0,3850,38830,2.0,0,1,3,10,3850,0,2000,98006,2970,14050,212.98701298701297,24,0
2015-04-18,887000.0,3,2.0,3000,22040,2.0,0,2,4,8,2470,530,1942,98177,2600,7947,295.6666666666667,82,0
2014-07-24,159000.0,3,1.0,1360,20000,1.0,0,0,4,7,1360,0,1953,98001,1530,9997,116.91176470588235,71,0
2014-06-17,824000.0,7,4.25,3670,4000,2.0,0,1,3,8,2800,870,1964,98199,2010,4000,224.52316076294278,60,0
2014-09-25,812000.0,4,2.5,2270,5000,2.0,0,0,3,9,2270,0,2014,98117,1210,5000,357.70925110132157,10,0
2014-12-15,242000.0,4,2.5,1750,11400,2.0,0,0,4,7,1750,0,1975,98023,1890,9024,138.28571428571428,49,0
2014-05-20,625000.0,4,2.5,3550,8048,2.0,0,0,3,9,3550,0,2007,98065,3920,7871,176.05633802816902,17,0
2014-12-12,399888.0,4,1.0,2370,30200,1.5,0,0,4,7,1570,800,1948,98146,1640,9719,168.72911392405064,76,0
2014-09-22,289000.0,3,2.25,1670,6600,2.0,0,0,4,7,1670,0,1990,98042,1670,6801,173.05389221556885,34,0
2014-08-04,400000.0,3,2.0,1860,12944,1.0,0,0,3,9,1860,0,2002,98058,2500,29279,215.05376344086022,22,0
2014-05-21,1550000.0,3,2.5,4460,26027,2.0,0,0,3,12,4460,0,1992,98033,3770,26027,347.5336322869955,32,0
2014-05-28,345000.0,2,1.0,1080,4000,1.0,0,0,3,7,1080,0,1940,98117,1530,4240,319.44444444444446,84,0
2015-04-07,874950.0,2,1.0,1080,4000,1.0,0,0,3,7,1080,0,1940,98117,1530,4240,810.1388888888889,84,0
2014-05-28,875000.0,3,2.75,2280,4280,1.0,0,0,5,7,1280,1000,1917,98103,1650,4280,383.7719298245614,107,0
2015-03-10,628990.0,4,2.5,2540,32647,2.0,0,0,3,9,2540,0,1996,98053,2740,32647,247.63385826771653,28,0
2014-07-23,535000.0,2,3.5,2560,5000,1.0,0,0,4,6,1280,1280,1944,98107,1390,4000,208.984375,80,0
2014-10-07,770126.0,4,2.75,2390,9300,1.0,0,0,3,8,1430,960,1979,98004,1910,9348,322.2284518828452,45,0
2014-07-10,710000.0,4,2.5,2870,8995,1.0,0,0,5,8,1870,1000,1968,98006,2670,9672,247.38675958188153,56,0
2014-06-18,465000.0,3,1.75,1510,4800,1.0,0,2,3,7,860,650,1925,98126,1510,4800,307.94701986754967,99,1
2014-08-14,359000.0,3,1.75,2200,11520,1.0,0,0,4,7,2200,0,1952,98133,1690,8038,163.1818181818182,72,0
2015-03-01,151000.0,2,0.75,720,5040,1.0,0,0,3,4,720,0,1949,98106,1290,4120,209.72222222222223,75,0
2014-08-15,820000.0,3,2.5,2970,9600,2.0,0,0,3,9,2970,0,1994,98006,2970,9707,276.0942760942761,30,0
2015-03-26,160000.0,3,1.5,960,6497,1.0,0,0,4,7,960,0,1970,98023,1160,7080,166.66666666666666,54,0
2014-07-01,535000.0,4,1.75,1420,5000,1.5,0,0,4,7,1420,0,1945,98117,1490,5000,376.76056338028167,79,0
2015-04-23,365000.0,3,2.25,1800,9010,1.0,0,0,3,7,1300,500,1975,98155,1950,10240,202.77777777777777,49,0
2015-02-20,708000.0,4,2.5,3090,5600,2.0,0,0,3,9,3090,0,2005,98075,3080,5788,229.126213592233,19,0
2014-07-09,215000.0,3,1.0,1200,7280,1.0,0,0,4,7,1200,0,1967,98032,1200,8400,179.16666666666666,57,0
2014-07-25,1950000.0,4,3.5,4065,18713,2.0,0,0,4,10,4065,0,1987,98039,3070,18713,479.7047970479705,37,0
2014-09-26,390000.0,4,2.5,2570,22215,2.0,0,0,5,7,2570,0,1958,98059,2460,6533,151.75097276264592,66,0
2014-05-13,570000.0,3,2.0,1530,5401,1.0,0,0,4,7,1530,0,1937,98115,1640,5467,372.54901960784315,87,0
2014-06-25,383000.0,3,1.75,1500,13430,1.0,0,0,3,7,1500,0,1977,98072,1500,13430,255.33333333333334,47,0
2015-04-09,370000.0,4,3.0,2490,5706,2.0,0,0,3,9,2490,0,2005,98042,2650,5880,148.59437751004015,19,0
2015-02-11,454000.0,4,2.5,3040,12522,2.0,0,0,3,7,3040,0,2000,98019,2490,9742,149.3421052631579,24,0
2015-03-24,1400000.0,5,3.25,4140,32700,1.0,0,4,3,10,2190,1950,1973,98177,3220,22077,338.1642512077295,51,0
2014-07-28,371000.0,4,1.75,1690,10854,1.0,0,0,3,7,1690,0,1977,98056,2390,7000,219.52662721893492,47,0
2015-05-05,530000.0,3,1.75,1430,10350,1.0,0,0,3,7,1430,0,1959,98008,1890,10350,370.6293706293706,65,0
2014-06-10,608000.0,4,2.75,2490,9714,1.0,0,0,4,8,1400,1090,1983,98011,2060,15300,244.17670682730923,41,0
2014-11-11,450000.0,3,1.75,1350,7200,1.0,0,0,5,7,1350,0,1954,98125,1100,7200,333.3333333333333,70,0
2014-07-30,780000.0,4,2.5,3140,14421,2.0,0,0,3,10,3140,0,1994,98075,3140,17417,248.40764331210192,30,0
2014-08-29,290000.0,4,2.5,2340,52272,2.0,0,0,2,8,2340,0,1978,98042,2480,40500,123.93162393162393,46,0
2014-09-16,225000.0,3,1.75,1610,14182,1.0,0,0,4,7,1100,510,1978,98092,1510,8400,139.75155279503105,46,0
2014-09-11,805000.0,4,2.5,3320,38032,2.0,0,0,4,10,3320,0,1991,98077,3270,37804,242.46987951807228,33,0
2015-04-07,660000.0,3,2.5,2390,15669,2.0,0,0,3,9,2390,0,1991,98011,2640,12500,276.1506276150628,33,0
2014-06-13,299000.0,3,1.75,1180,13927,1.0,0,0,5,7,1180,0,1962,98059,1400,13173,253.38983050847457,62,0
2014-09-19,530000.0,2,2.25,1260,1312,3.0,0,0,3,8,1260,0,2007,98103,1300,1312,420.63492063492066,17,0
2014-10-17,680000.0,3,2.5,1800,4400,1.0,0,0,5,7,1350,450,1970,98199,1920,4400,377.77777777777777,54,0
2015-02-16,199900.0,4,1.75,1790,12000,1.0,0,0,5,6,1790,0,1944,98001,1550,9840,111.67597765363128,80,0
2015-01-08,224000.0,3,1.75,1760,6300,1.0,0,0,3,7,1060,700,1963,98178,1340,7300,127.27272727272727,61,0
2014-08-29,244000.0,3,1.75,1540,8885,1.0,0,0,4,7,1440,100,1980,98031,1540,12734,158.44155844155844,44,0
2015-04-08,485000.0,4,1.75,1260,3880,1.0,0,0,5,7,860,400,1918,98117,1000,3880,384.92063492063494,106,0
2015-01-12,330000.0,4,2.5,2240,7589,2.0,0,0,3,8,2240,0,1994,98030,2250,7300,147.32142857142858,30,0
2014-12-31,509000.0,4,2.0,1630,1724,1.5,0,0,3,6,1030,600,1915,98119,1780,3810,312.26993865030676,109,1
2014-11-17,440000.0,4,2.5,2350,7203,2.0,0,0,3,8,2350,0,1989,98059,2260,7274,187.2340425531915,35,0
2014-12-10,244000.0,3,2.0,1350,8587,1.0,0,0,3,7,1350,0,1998,98022,1350,8587,180.74074074074073,26,0
2014-07-17,399700.0,4,1.75,1320,4800,1.0,0,0,4,7,870,450,1930,98106,940,4800,302.8030303030303,94,0
2014-06-25,519000.0,4,2.5,1950,2617,1.5,0,0,4,7,1250,700,1910,98107,1520,1438,266.15384615384613,114,0
2014-05-08,211000.0,4,1.0,2100,9200,1.0,0,0,3,7,1050,1050,1959,98168,1540,10033,100.47619047619048,65,0
2014-07-08,950000.0,3,2.5,3480,7800,1.0,0,0,4,7,1750,1730,1941,98177,3010,9918,272.98850574712645,83,1
2014-09-02,410000.0,3,2.5,1830,2839,2.0,0,0,3,8,1830,0,1999,98074,1830,3011,224.04371584699453,25,0
2015-03-25,750000.0,4,2.0,2640,5000,2.0,0,0,3,7,2040,600,1949,98117,1330,5000,284.09090909090907,75,0
2014-09-10,133400.0,3,1.0,900,2550,1.0,0,0,4,6,900,0,1978,98023,1120,2550,148.22222222222223,46,0
2015-04-24,240000.0,3,2.0,1553,6550,1.0,0,0,3,7,1553,0,1900,98022,1010,10546,154.539600772698,124,1
2014-06-04,539000.0,3,2.5,1710,2300,2.0,0,0,3,8,1570,140,2005,98052,2120,2856,315.2046783625731,19,0
2014-08-14,688000.0,4,3.0,3400,292723,2.0,0,0,3,10,3400,0,1998,98045,1760,69696,202.35294117647058,26,0
2014-05-13,465000.0,3,1.5,1270,5112,1.0,0,0,3,7,1270,0,1950,98115,1580,5080,366.1417322834646,74,0
2014-06-17,936000.0,3,1.75,2960,12420,1.0,0,2,4,8,1480,1480,1952,98116,2700,9106,316.2162162162162,72,0
2014-12-30,620000.0,4,2.5,3040,9606,2.0,0,0,3,7,3040,0,2003,98053,1690,3849,203.94736842105263,21,0
2014-10-20,429950.0,3,1.75,1430,9750,1.0,0,0,5,7,1430,0,1962,98133,1630,9282,300.6643356643357,62,0
2014-07-07,296475.0,3,2.5,1520,4170,2.0,0,0,3,7,1520,0,2004,98038,1560,4237,195.04934210526315,20,0
2015-04-27,330000.0,4,2.0,1820,9450,1.0,0,0,3,7,1100,720,1962,98155,1540,9450,181.3186813186813,62,0
2014-07-30,445000.0,3,2.25,1800,11200,1.0,0,0,3,8,1270,530,1979,98052,1940,11250,247.22222222222223,45,0
2014-08-01,846000.0,4,3.25,2720,4000,2.0,0,1,3,10,2070,650,2014,98118,1450,4000,311.02941176470586,10,0
2015-05-14,725000.0,4,1.75,1980,5850,1.0,0,1,4,8,1380,600,1960,98116,1810,5850,366.16161616161617,64,0
2015-05-04,369000.0,4,2.5,2550,7349,2.0,0,0,3,9,2550,0,1989,98023,2400,8508,144.7058823529412,35,0
2014-06-09,625000.0,3,1.75,2210,16200,1.0,0,0,3,8,1390,820,1958,98005,2050,16200,282.80542986425337,66,0
2014-06-18,535000.0,3,2.0,2120,4080,2.0,0,0,3,7,2120,0,2003,98053,2280,4080,252.35849056603774,21,0
2014-12-18,229950.0,4,1.5,1570,6717,1.0,0,0,5,6,1570,0,1911,98002,1140,6716,146.46496815286625,113,0
2015-04-23,229999.0,3,1.75,1310,6960,1.0,0,0,4,7,1310,0,1974,98092,1580,7200,175.57175572519083,50,0
2014-08-25,850000.0,5,3.5,3150,4120,2.0,0,0,3,8,2460,690,1911,98115,2080,4160,269.8412698412698,113,1
2014-06-10,589900.0,4,4.5,3870,35889,2.0,0,0,3,10,2530,1340,2001,98027,3020,35366,152.42894056847544,23,0
2014-10-30,513000.0,2,1.0,1840,4322,1.0,0,0,4,7,1160,680,1914,98144,1750,4322,278.80434782608694,110,0
2014-09-26,401000.0,3,1.0,1120,8321,1.0,0,0,4,6,1120,0,1941,98027,1980,8671,358.0357142857143,83,1
2014-09-05,260000.0,3,2.5,1440,2500,2.0,0,0,3,7,1440,0,2006,98146,1440,5000,180.55555555555554,18,0
2015-05-08,525000.0,4,2.75,2300,26650,1.0,0,0,4,8,2300,0,1950,98177,2000,9879,228.2608695652174,74,0
2015-03-20,470000.0,3,3.5,2070,11658,1.0,0,0,4,8,1370,700,1977,98056,1930,8744,227.05314009661836,47,0
2015-01-21,205000.0,4,1.5,1420,8063,1.0,0,0,3,7,940,480,1962,98198,1330,7515,144.3661971830986,62,0
2015-02-10,620000.0,3,2.25,2010,7495,1.0,0,0,4,8,1570,440,1979,98027,2050,8402,308.4577114427861,45,0
2014-08-11,229000.0,3,1.5,1200,5000,1.0,0,0,3,6,1200,0,1979,98146,1440,2500,190.83333333333334,45,0
2014-05-09,445000.0,2,2.0,1150,6634,1.0,0,0,3,7,860,290,1940,98115,1680,6892,386.95652173913044,84,0
2014-05-14,215000.0,2,1.0,1240,7200,1.0,0,0,3,7,1240,0,1967,98168,1130,9200,173.38709677419354,57,0
2014-07-29,504975.0,2,2.5,1900,4871,2.0,0,0,3,8,1900,0,2005,98053,1640,4780,265.7763157894737,19,0
2014-08-01,495000.0,4,2.25,2350,10072,2.0,0,0,3,8,2350,0,1980,98011,2210,9687,210.63829787234042,44,0
2015-03-11,205000.0,3,1.0,1120,8342,1.0,0,0,4,7,1120,0,1976,98042,1190,6660,183.03571428571428,48,0
2014-07-30,152275.0,1,1.0,1020,6871,1.0,0,0,3,6,1020,0,1937,98146,1260,6933,149.2892156862745,87,1
2015-03-25,586000.0,4,2.25,1930,8338,1.0,0,0,3,8,1930,0,1968,98125,2280,7616,303.6269430051814,56,0
2014-10-17,779950.0,2,2.5,2680,7625,1.0,0,0,3,9,2680,0,2002,98053,2310,7395,291.0261194029851,22,0
2014-12-18,557000.0,4,1.75,2660,11315,2.0,0,0,4,8,2660,0,1983,98074,1980,11315,209.3984962406015,41,0
2014-10-29,610000.0,4,2.25,2200,7200,1.0,0,2,4,8,1220,980,1958,98144,1940,6000,277.27272727272725,66,0
2014-07-08,405000.0,3,1.5,1010,7683,1.5,0,0,5,7,1010,0,1953,98125,1550,7271,400.990099009901,71,0
2014-05-09,320000.0,4,2.25,2310,7490,2.0,0,0,3,8,2310,0,1980,98055,2310,8480,138.52813852813853,44,0
2014-09-19,356000.0,3,1.0,920,3863,1.0,0,0,3,6,920,0,1970,98118,1080,5150,386.95652173913044,54,0
2015-02-26,794500.0,5,3.0,3030,4120,1.5,0,0,4,7,1930,1100,1913,98115,1280,3090,262.2112211221122,111,0
2014-05-08,349000.0,3,1.75,1590,9620,1.0,0,0,3,7,1590,0,1988,98059,2980,9398,219.49685534591194,36,0
2014-06-04,549000.0,4,2.25,2740,88426,2.0,0,0,3,7,2740,0,1991,98027,2740,62726,200.36496350364965,33,0
2014-07-18,193000.0,3,1.0,960,10761,1.0,0,0,4,6,960,0,1962,98002,960,10761,201.04166666666666,62,0
2014-10-16,700000.0,3,1.5,2240,7227,2.0,0,1,3,9,1440,800,1977,98008,3150,16150,312.5,47,0
2015-03-24,523000.0,3,2.5,2400,6182,2.0,0,0,3,8,2400,0,1998,98065,2420,5829,217.91666666666666,26,0
2014-11-18,565000.0,5,3.25,2860,20790,1.0,0,0,4,7,1800,1060,1965,98155,1920,9612,197.55244755244755,59,0
2015-05-05,500000.0,4,2.5,2960,5027,2.0,0,0,3,7,2960,0,2000,98065,2760,5500,168.9189189189189,24,0
2014-07-07,1450000.0,4,3.25,3770,4103,2.0,0,0,5,9,2710,1060,1925,98109,2560,4160,384.61538461538464,99,0
2015-02-19,710000.0,6,3.5,3830,68825,2.0,0,0,3,9,3830,0,1995,98027,2410,68825,185.37859007832898,29,0
2014-10-15,333000.0,4,2.0,2750,9001,1.0,0,0,3,8,2750,0,2008,98055,1340,11050,121.0909090909091,16,0
2014-07-17,580000.0,3,1.75,2100,6874,1.0,0,0,3,7,1300,800,1943,98115,2220,5912,276.1904761904762,81,0
2014-08-01,289950.0,4,1.75,1500,8400,1.0,0,0,3,7,1200,300,1956,98188,1780,9913,193.3,68,0
2015-02-19,375000.0,2,1.0,710,4618,1.0,0,1,3,5,710,0,1925,98199,1810,4988,528.169014084507,99,0
2014-09-26,505000.0,2,3.0,2770,10800,1.5,0,0,5,8,1910,860,1984,98074,2140,10800,182.31046931407943,40,0
2014-07-21,324950.0,3,1.75,2050,6720,1.0,0,2,3,7,1050,1000,1939,98178,2380,7260,158.5121951219512,85,0
2014-07-14,490000.0,4,2.25,1960,10275,2.0,0,0,3,7,1960,0,1965,98052,1560,10275,250.0,59,0
2014-05-12,630000.0,4,2.0,1770,6000,2.0,0,0,5,7,1770,0,1911,98199,1340,6000,355.93220338983053,113,1
2014-06-20,595000.0,3,2.75,3290,22649,2.0,0,0,4,8,3290,0,1993,98056,2750,6119,180.85106382978722,31,0
2015-05-01,872500.0,4,2.0,1990,6000,1.0,0,0,3,9,1260,730,1956,98199,1770,6000,438.4422110552764,68,1
2015-02-22,490000.0,2,1.0,1760,5250,1.0,0,2,4,7,1000,760,1951,98126,1760,5400,278.40909090909093,73,0
2014-12-16,1900000.0,4,3.25,5080,27755,2.0,0,0,3,11,5080,0,2001,98006,4730,22326,374.01574803149606,23,0
2015-05-05,310000.0,2,1.0,1020,8102,1.0,0,0,3,7,1020,0,1956,98056,1770,7291,303.921568627451,68,0
2015-05-04,450000.0,3,1.0,1350,92721,1.0,0,0,2,6,1200,150,1946,98055,1860,8096,333.3333333333333,78,0
2014-10-23,539000.0,3,1.5,1740,12000,2.0,0,0,3,9,1740,0,1974,98074,2580,12224,309.7701149425287,50,0
2014-07-07,888550.0,3,2.5,3540,38322,2.0,0,0,3,10,3540,0,1989,98053,3540,35926,251.00282485875707,35,0
2014-07-14,269950.0,3,2.5,1520,8720,1.0,0,0,3,7,1080,440,1981,98058,1720,7551,177.59868421052633,43,0
2014-09-26,142000.0,0,0.0,290,20875,1.0,0,0,1,1,290,0,1963,98024,1620,22850,489.6551724137931,61,0
2014-08-19,300000.0,3,1.75,1310,9761,1.0,0,0,3,7,1310,0,1967,98034,1490,9600,229.00763358778627,57,0
2014-09-22,780000.0,2,3.25,3000,24004,1.0,0,0,3,10,2410,590,1952,98005,4270,24506,260.0,72,0
2014-07-15,545000.0,3,2.5,2660,20369,2.0,0,0,3,8,2660,0,1992,98027,2720,12927,204.88721804511277,32,0
2015-04-15,278000.0,3,2.25,2120,9804,2.0,0,0,3,7,2120,0,1994,98042,2120,7200,131.1320754716981,30,0
2014-12-01,342000.0,3,2.25,1200,2845,2.0,0,0,3,7,1200,0,1986,98034,1220,2140,285.0,38,0
2015-05-06,190000.0,4,1.75,1900,9861,1.0,0,0,4,7,1900,0,1967,98038,1720,7967,100.0,57,0
2014-11-21,387000.0,2,1.5,1010,948,3.0,0,0,3,8,1010,0,1999,98103,1330,1318,383.16831683168317,25,0
2015-03-04,279950.0,3,2.25,1850,7480,2.0,0,0,3,7,1850,0,1978,98058,1870,7480,151.32432432432432,46,0
2015-03-18,550000.0,6,4.5,4520,40164,2.0,0,0,3,9,3580,940,1953,98031,2870,13068,121.68141592920354,71,1
2014-05-20,439000.0,3,2.0,2010,251341,2.0,0,0,3,8,1510,500,2003,98019,1780,108900,218.40796019900498,21,0
2014-10-10,774888.0,3,2.25,2420,23507,1.0,0,0,4,8,2420,0,1969,98027,2540,22257,320.201652892562,55,0
2014-06-10,480000.0,5,2.5,2732,9500,1.0,0,2,4,8,1870,862,1975,98003,2720,10000,175.69546120058564,49,0
2014-05-08,835000.0,4,2.0,1910,6960,1.5,0,0,5,8,1910,0,1941,98103,1360,3300,437.17277486910996,83,0
2015-03-03,1500000.0,5,3.5,3520,5400,2.0,0,0,3,9,2400,1120,2008,98119,1360,3600,426.1363636363636,16,0
2015-03-26,771000.0,4,2.0,2220,3760,1.5,0,0,4,7,1370,850,1929,98117,1620,3760,347.2972972972973,95,0
2014-08-07,1225000.0,4,2.25,2020,5800,1.0,0,3,4,9,1760,260,1941,98199,3100,5800,606.4356435643564,83,0
2014-10-17,600000.0,4,2.5,2090,7290,1.0,0,0,5,8,1420,670,1966,98007,2110,8436,287.08133971291863,58,0
2014-07-02,305000.0,3,1.0,1580,7424,1.0,0,0,3,7,1010,570,1962,98058,1710,7772,193.0379746835443,62,0
2015-03-27,1388000.0,5,1.75,2650,11340,1.0,0,0,3,8,2650,0,1955,98004,2780,13204,523.7735849056604,69,0
2014-09-10,216500.0,3,1.0,1020,11652,1.0,0,0,4,6,1020,0,1971,98188,1690,11652,212.2549019607843,53,0
2015-01-22,370000.0,3,2.5,1070,1219,2.0,0,0,3,7,720,350,2004,98116,1070,1254,345.7943925233645,20,0
2014-06-30,492650.0,4,1.75,2120,9786,1.0,0,0,3,8,1640,480,1967,98177,2310,8787,232.3820754716981,57,0
2014-07-25,431200.0,5,1.75,1360,10609,1.0,0,0,3,7,1060,300,1966,98034,1490,9935,317.05882352941177,58,0
2015-04-09,277500.0,4,2.0,1700,12048,2.0,0,0,3,7,1700,0,1990,98030,1960,7650,163.23529411764707,34,0
2015-03-17,278000.0,5,1.5,1820,8712,1.0,0,0,5,7,1090,730,1960,98032,1820,8712,152.74725274725276,64,0
2014-09-02,351000.0,4,1.0,1430,8400,1.0,0,0,3,6,730,700,1969,98072,1310,8240,245.45454545454547,55,0
2014-06-16,850000.0,4,3.5,4140,7089,2.0,0,0,3,10,3160,980,2003,98034,2640,8896,205.31400966183574,21,0
2014-08-11,885000.0,2,2.0,1313,3600,1.0,0,0,3,8,1313,0,1904,98119,1080,3600,674.0289413556741,120,1
2014-07-15,399950.0,3,2.0,1590,87120,1.0,0,3,3,8,1590,0,1998,98022,2780,183161,251.54088050314465,26,0
2014-08-05,185000.0,3,1.75,1080,9262,1.0,0,0,3,7,1080,0,1968,98178,1090,9262,171.2962962962963,56,0
2014-09-25,440000.0,5,3.0,2730,6000,1.0,0,0,3,8,1470,1260,1979,98178,2590,6000,161.17216117216117,45,0
2014-08-13,2395000.0,4,3.25,3800,19798,2.0,0,0,3,10,3800,0,1969,98006,3940,18975,630.2631578947369,55,1
2014-08-21,299000.0,3,2.25,2540,9961,1.0,0,0,4,8,1320,1220,1969,98031,1870,10251,117.71653543307086,55,0
2014-08-28,299500.0,3,1.75,1810,34500,1.0,0,0,3,8,1230,580,1980,98032,2090,9735,165.4696132596685,44,0
2015-03-17,420000.0,3,1.5,1540,7506,1.0,0,0,5,7,1540,0,1961,98155,2180,7653,272.72727272727275,63,0
2014-06-27,234000.0,4,1.0,1390,18000,1.0,0,0,3,7,1390,0,1955,98032,1390,18000,168.3453237410072,69,1
2014-07-14,540000.0,2,1.75,1460,4800,1.0,0,0,5,7,850,610,1950,98103,2050,5592,369.86301369863014,74,0
2014-06-09,649950.0,4,2.5,2350,63162,2.0,0,0,4,8,2350,0,1994,98077,2370,63162,276.5744680851064,30,0
2015-01-08,330000.0,3,1.0,1160,7912,1.0,0,0,4,7,1160,0,1956,98125,1190,7482,284.48275862068965,68,0
2015-04-27,840000.0,4,3.25,3500,5960,2.0,0,0,3,9,3500,0,2010,98053,3390,6856,240.0,14,0
2014-11-07,370000.0,3,2.5,1980,6922,2.0,0,0,5,8,1980,0,1991,98031,2090,7697,186.86868686868686,33,0
2014-06-25,410000.0,3,1.5,1250,7700,1.0,0,0,5,7,1250,0,1968,98056,1430,7700,328.0,56,0
2014-12-09,257000.0,2,1.0,770,7200,1.0,0,0,3,7,770,0,1951,98125,1320,7139,333.76623376623377,73,0
2014-12-30,350000.0,3,1.0,1920,6710,1.0,0,0,3,7,1320,600,1959,98118,1810,5600,182.29166666666666,65,0
2014-08-25,380000.0,2,1.0,1120,7560,1.0,0,1,3,6,1120,0,1947,98177,1120,7200,339.2857142857143,77,0
2015-03-10,344000.0,3,1.0,1150,12402,1.0,0,0,4,6,1150,0,1969,98072,1400,13600,299.1304347826087,55,0
2014-05-27,488000.0,3,2.5,1590,2550,3.0,0,0,3,7,1590,0,1985,98117,1260,5100,306.9182389937107,39,0
2014-10-08,465000.0,3,1.0,910,3880,1.0,0,0,3,7,780,130,1942,98117,1220,3880,510.989010989011,82,0
2015-05-04,229500.0,2,1.75,1870,6625,1.0,0,0,3,7,960,910,1948,98178,1680,6000,122.72727272727273,76,0
2014-11-12,445000.0,5,3.0,2420,11250,2.0,0,0,3,8,2420,0,2013,98146,1510,9950,183.88429752066116,11,0
2015-03-17,246000.0,4,1.5,2120,7110,1.5,0,0,3,6,2120,0,1919,98030,1540,7110,116.0377358490566,105,0
2014-06-04,545000.0,5,2.5,2730,17240,1.0,0,0,5,7,1660,1070,1958,98028,2250,13200,199.63369963369962,66,0
2014-08-13,518000.0,4,2.5,2560,5672,2.0,0,1,3,8,2560,0,2005,98056,2190,6788,202.34375,19,0
2014-10-31,565000.0,4,2.5,2620,10016,2.0,0,0,3,8,2620,0,1996,98056,2620,10016,215.64885496183206,28,0
2015-04-10,445000.0,4,2.5,2760,8558,2.0,0,0,3,7,2760,0,2001,98056,2760,7703,161.231884057971,23,0
2014-07-17,968000.0,5,2.5,2900,9799,1.0,0,0,3,8,1450,1450,1959,98004,2810,9687,333.7931034482759,65,0
2015-03-31,725000.0,3,2.0,1820,6324,1.0,0,0,5,7,910,910,1945,98115,1850,6440,398.35164835164835,79,0
2014-08-26,315500.0,3,1.75,1870,8400,1.0,0,0,3,7,990,880,1977,98058,1750,8400,168.71657754010695,47,0
2014-05-05,487585.0,4,1.75,2010,9211,1.0,0,0,3,7,1470,540,1977,98034,1840,8500,242.57960199004975,47,0
2015-03-23,246500.0,2,1.0,940,6000,1.0,0,0,2,7,940,0,1954,98148,1890,8547,262.2340425531915,70,0
2014-08-14,819000.0,3,1.75,1850,6000,1.5,0,0,3,8,1650,200,1913,98199,1540,6000,442.7027027027027,111,1
2014-12-18,349900.0,5,2.5,2530,4229,2.0,0,0,3,7,2530,0,2004,98038,2070,4879,138.300395256917,20,0
2014-08-22,267000.0,3,1.0,940,4700,1.0,0,0,4,6,940,0,1942,98146,1020,5700,284.0425531914894,82,0
2015-05-13,480000.0,3,2.25,1820,15000,1.0,0,0,3,7,1480,340,1978,98028,1930,13600,263.7362637362637,46,0
2014-09-10,525000.0,2,1.0,1510,3360,1.0,0,0,3,7,880,630,1924,98122,1330,3360,347.682119205298,100,0
2014-06-25,578000.0,4,2.5,2070,5415,2.0,0,0,3,8,2070,0,1996,98029,2120,5331,279.22705314009664,28,0
2015-05-06,345000.0,3,2.5,1380,1547,3.0,0,0,3,8,1380,0,2000,98103,1380,1465,250.0,24,0
2015-03-26,499000.0,3,1.0,1270,6250,1.0,0,0,3,7,910,360,1955,98116,2000,6250,392.9133858267717,69,0
2014-08-26,425000.0,3,1.5,1390,9680,1.0,0,0,4,7,1390,0,1956,98008,1460,10050,305.75539568345323,68,0
2014-10-27,268000.0,4,3.0,1840,7510,2.0,0,0,5,8,1840,0,1988,98092,1650,7957,145.65217391304347,36,1
2014-12-04,240000.0,3,1.0,1600,12566,1.0,0,0,4,7,1600,0,1971,98045,1600,10650,150.0,53,0
2015-03-03,147000.0,3,1.5,1480,9606,1.0,0,0,4,7,1100,380,1964,98023,1600,9619,99.32432432432432,60,0
2015-03-06,500000.0,4,2.0,2120,7806,1.0,0,0,4,6,1770,350,1949,98033,1560,9920,235.8490566037736,75,0
2014-10-28,1010000.0,4,2.75,2940,5400,1.5,0,2,5,8,1940,1000,1910,98119,1970,2008,343.5374149659864,114,0
2015-03-09,991500.0,4,3.0,3820,26895,2.0,0,2,3,11,3820,0,1995,98072,3820,24751,259.5549738219895,29,0
2014-11-18,510000.0,5,2.0,2740,3838,1.0,0,0,4,7,1370,1370,1959,98117,1660,4040,186.13138686131387,65,0
2014-08-01,1980000.0,4,4.0,4360,12081,2.0,0,0,3,10,4360,0,2007,98004,2180,10800,454.1284403669725,17,0
2014-07-02,484998.0,4,2.5,1540,1870,2.0,0,0,3,8,1540,0,2014,98029,1540,1619,314.9337662337662,10,0
2014-06-25,1280000.0,4,3.5,4660,17398,2.0,0,2,3,11,4660,0,2003,98006,5080,24913,274.6781115879828,21,0
2014-05-29,210000.0,3,1.75,1590,7617,2.0,0,0,3,7,1590,0,1986,98198,1490,7450,132.0754716981132,38,0
